,Unnamed: 0,red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,red_nickname,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_reach_in_cm,red_stance,red_date_of_birth,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_nickname,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_weight_in_kg,blue_reach_in_cm,blue_stance,blue_date_of_birth,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes
1194,1181,ISRAEL ADESANYA,JARED CANNONIER,02/07/2022,The Last Stylebender,The Killa Gorilla,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Junichiro Kamijo 46 - 49. Sal D'amato 45 - 50.,UFC Middleweight Title Bout,belt,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,116 of 230,90 of 157,50,57,163 of 277,141 of 217,0 of 0,0 of 4,---,0,0,0,0,0,0:00,4:14,60 of 165,36 of 89,26 of 31,32 of 40,30 of 34,22 of 28,114 of 226,78 of 143,2 of 4,12 of 14,0 of 0,0 of 0,51,40,22,35,25,24,98,86,1,13,0,0,49 50 49,46 45 46,The Last Stylebender,24.0,3.0,0.0,193.04,83.91,203.2,Switch,1989-07-22,3.93,48.0,3.11,56.0,0.05,14.0,77.0,0.1,The Killa Gorilla,17.0,6.0,0.0,180.34,83.91,195.58,Switch,1984-03-16,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0
1195,1182,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,02/07/2022,The Great,Blessed,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 45 - 50. Sal D'amato 45 - 50. Ron McCarthy 45 - 50.,UFC Featherweight Title Bout,belt,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,199 of 372,127 of 301,53,42,204 of 377,161 of 335,0 of 0,0 of 3,---,0,0,0,0,0,1:57,0:16,152 of 316,64 of 213,19 of 24,42 of 59,28 of 32,21 of 29,175 of 340,109 of 283,24 of 32,18 of 18,0 of 0,0 of 0,76,50,9,33,14,16,87,85,12,14,0,0,50 50 50,45 45 45,The Great,26.0,3.0,0.0,167.64,65.77,180.34,Orthodox,1988-09-29,6.19,57.0,3.42,58.0,1.84,37.0,70.0,0.2,Blessed,25.0,7.0,0.0,180.34,65.77,175.26,Orthodox,1991-12-04,7.17,47.0,4.75,59.0,0.27,53.0,84.0,0.3
1196,1183,SEAN STRICKLAND,ALEX PEREIRA,02/07/2022,-,Poatan,L,W,KO/TKO,1,2:36,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Middleweight Bout,perf,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,1,15 of 29,25 of 40,51,62,15 of 29,25 of 40,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,9 of 20,5 of 15,6 of 8,12 of 14,0 of 1,8 of 11,15 of 29,25 of 40,0 of 0,0 of 0,0 of 0,0 of 0,60,20,40,48,0,32,100,100,0,0,0,0,- - -,- - -,,28.0,5.0,0.0,185.42,83.91,193.04,Orthodox,1991-02-27,5.82,41.0,4.24,63.0,0.92,64.0,84.0,0.2,Poatan,9.0,2.0,0.0,193.04,92.99,200.66,Orthodox,1987-07-07,5.0,62.0,3.65,50.0,0.19,100.0,70.0,0.4
1197,1184,ROBBIE LAWLER,BRYAN BARBERENA,02/07/2022,Ruthless,Bam Bam,L,W,KO/TKO,2,4:47,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Welterweight Bout,fight,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,81 of 141,147 of 316,57,46,81 of 141,148 of 317,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,65 of 124,116 of 280,15 of 16,18 of 20,1 of 1,13 of 16,78 of 137,138 of 304,3 of 4,9 of 12,0 of 0,0 of 0,80,78,18,12,1,8,96,93,3,6,0,0,10 9 10,9 10 9,Ruthless,30.0,16.0,0.0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47.0,4.67,59.0,0.65,64.0,65.0,0.0,Bam Bam,18.0,11.0,0.0,182.88,77.11,182.88,Southpaw,1989-05-03,5.53,48.0,4.74,44.0,0.14,22.0,49.0,0.3
1198,1185,BRAD RIDDELL,JALIN TURNER,02/07/2022,Quake,The Tarantula,L,W,Submission,1,0:45,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke From Mount,Lightweight Bout,perf,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,2 of 3,3 of 5,66,60,2 of 3,3 of 5,0 of 1,0 of 0,0,---,0,1,0,0,0:00,0:13,0 of 1,1 of 2,0 of 0,1 of 2,2 of 2,1 of 1,2 of 3,3 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0,33,0,33,100,33,100,100,0,0,0,0,- - -,- - -,Quake,10.0,4.0,0.0,170.18,70.31,180.34,Orthodox,1991-09-30,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,The Tarantula,14.0,7.0,0.0,190.5,70.31,195.58,Southpaw,1995-05-18,6.02,48.0,4.63,41.0,0.88,55.0,75.0,1.2
1199,1186,JIM MILLER,DONALD CERRONE,02/07/2022,A-10,Cowboy,W,L,Submission,2,1:32,3 Rnd (5-5-5),Mark Smith,Guillotine Choke After Drop to Guard,Welterweight Bout,-,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,24 of 36,21 of 33,66,63,35 of 48,24 of 36,1 of 1,0 of 0,100,---,1,0,0,1,1:03,1:24,16 of 28,12 of 20,6 of 6,6 of 8,2 of 2,3 of 5,17 of 27,21 of 33,0 of 0,0 of 0,7 of 9,0 of 0,66,57,25,28,8,14,70,100,0,0,29,0,10 10 9,9 9 10,A-10,36.0,17.0,0.0,172.72,70.31,180.34,Southpaw,1983-08-30,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,Cowboy,36.0,17.0,0.0,185.42,70.31,185.42,Orthodox,1983-03-29,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2
1200,1187,IAN MACHADO GARRY,GABE GREEN,02/07/2022,The Future,Gifted,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30. Adalaide Byrd 27 - 30. Junichiro Kamijo 27 - 30.,Welterweight Bout,-,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",1,0,116 of 193,90 of 195,60,46,129 of 206,102 of 208,1 of 2,1 of 4,50,25,0,0,0,0,0:46,2:17,87 of 160,31 of 112,17 of 21,24 of 36,12 of 12,35 of 47,111 of 188,90 of 194,2 of 2,0 of 1,3 of 3,0 of 0,75,34,14,26,10,38,95,100,1,0,2,0,30 30 30,27 27 27,,,,,,,,,,,,,,,,,,Gifted,11.0,5.0,0.0,177.8,77.11,185.42,Switch,1993-05-02,6.28,45.0,6.95,47.0,0.83,50.0,53.0,0.3
1201,1188,BRAD TAVARES,DRICUS DU PLESSIS,02/07/2022,-,Stillknocks,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Ron McCarthy 28 - 29. Tony Weeks 28 - 29.,Middleweight Bout,-,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,82 of 150,113 of 212,54,53,98 of 167,123 of 222,0 of 1,0 of 7,0,0,0,0,0,0,2:01,1:18,55 of 113,79 of 169,21 of 31,17 of 21,6 of 6,17 of 22,69 of 132,97 of 192,12 of 16,14 of 18,1 of 2,2 of 2,67,69,25,15,7,15,84,85,14,12,1,1,28 28 28,29 29 29,,20.0,9.0,0.0,185.42,83.91,187.96,Orthodox,1987-12-21,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0,Stillknocks,20.0,2.0,0.0,185.42,83.91,193.04,Switch,1994-01-14,6.95,55.0,3.79,53.0,2.72,50.0,40.0,1.1
1202,1189,URIAH HALL,ANDRE MUNIZ,02/07/2022,Prime Time,Sergipano,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30. Anthony Maness 27 - 30. Junichiro Kamijo 27 - 30.,Middleweight Bout,-,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,6 of 26,17 of 39,23,43,24 of 49,99 of 185,0 of 0,4 of 10,---,40,0,0,2,0,0:18,10:12,6 of 26,11 of 31,0 of 0,2 of 3,0 of 0,4 of 5,3 of 17,12 of 32,0 of 0,0 of 1,3 of 9,5 of 6,100,64,0,11,0,23,50,70,0,0,50,29,27 27 27,30 30 30,Prime Time,18.0,11.0,0.0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,Sergipano,23.0,6.0,0.0,185.42,83.91,198.12,Southpaw,1990-02-17,2.17,50.0,2.03,53.0,2.97,40.0,35.0,1.5
1203,1190,JESSICA EYE,MAYCEE BARBER,02/07/2022,Evil,The Future,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Adalaide Byrd 27 - 30.,Women's Flyweight Bout,-,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,35 of 62,63 of 97,56,64,76 of 106,83 of 117,1 of 4,0 of 0,25,---,0,0,0,0,8:09,1:52,23 of 48,45 of 78,9 of 10,16 of 17,3 of 4,2 of 2,17 of 41,23 of 51,16 of 19,35 of 41,2 of 2,5 of 5,65,71,25,25,8,3,48,36,45,55,5,7,28 28 27,29 29 30,Evil,15.0,11.0,0.0,167.64,56.7,167.64,Orthodox,1986-07-27,3.86,37.0,4.19,55.0,0.58,40.0,57.0,0.5,The Future,13.0,2.0,0.0,165.1,56.7,165.1,Switch,1998-05-18,4.6,52.0,2.72,54.0,1.14,35.0,45.0,0.1
1204,1191,JESSICA-ROSE CLARK,JULIJA STOLIARENKO,02/07/2022,-,-,L,W,Submission,1,0:42,3 Rnd (5-5-5),Chris Tognoni,Armbar From Side Control,Women's Bantamweight Bout,perf,UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",0,0,9 of 16,6 of 9,56,66,9 of 16,6 of 9,0 of 0,1 of 1,---,100,0,1,0,0,0:00,0:17,6 of 13,6 of 9,1 of 1,0 of 0,2 of 2,0 of 0,7 of 13,6 of 9,2 of 2,0 of 0,0 of 1,0 of 0,66,100,11,0,22,0,77,100,22,0,0,0,- - -,- - -,,11.0,9.0,0.0,165.1,61.23,162.56,Orthodox,1987-11-28,3.73,51.0,3.51,58.0,1.66,42.0,62.0,0.3,,11.0,8.0,2.0,170.18,56.7,167.64,Orthodox,1993-04-08,2.81,40.0,4.56,44.0,0.91,30.0,62.0,1.4
1205,1192,ARMAN TSARUKYAN,MATEUSZ GAMROT,25/06/2022,Ahalkalakets,Gamer,L,W,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Sal D'amato 47 - 48. Chris Lee 47 - 48. Ron McCarthy 47 - 48.,Lightweight Bout,fight,UFC Fight Night: Tsarukyan vs. Gamrot,"Las Vegas, Nevada, USA",1,0,95 of 247,81 of 138,38,58,110 of 264,108 of 166,1 of 8,6 of 21,12,28,0,0,0,0,1:39,4:58,43 of 182,68 of 121,39 of 48,9 of 12,13 of 17,4 of 5,88 of 235,73 of 129,3 of 6,4 of 5,4 of 6,4 of 4,45,83,41,11,13,4,92,90,3,4,4,4,47 47 47,48 48 48,Ahalkalakets,21.0,3.0,0.0,170.18,70.31,182.88,Orthodox,1996-10-11,3.85,48.0,1.91,54.0,3.4,36.0,75.0,0.0,Gamer,23.0,2.0,0.0,177.8,70.31,177.8,Southpaw,1990-12-11,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2
1206,1193,NEIL MAGNY,SHAVKAT RAKHMONOV,25/06/2022,The Haitian Sensation,Nomad,L,W,Submission,2,4:58,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke On Ground,Welterweight Bout,perf,UFC Fight Night: Tsarukyan vs. Gamrot,"Las Vegas, Nevada, USA",0,0,11 of 22,19 of 36,50,52,21 of 35,56 of 79,0 of 0,2 of 2,---,100,0,1,0,0,0:07,9:06,6 of 16,17 of 34,2 of 2,2 of 2,3 of 4,0 of 0,8 of 16,5 of 10,0 of 0,0 of 0,3 of 6,14 of 26,54,89,18,10,27,0,72,26,0,0,27,73,9 9 9,10 10 10,The Haitian Sensation,28.0,12.0,0.0,190.5,77.11,203.2,Orthodox,1987-08-03,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,Nomad,17.0,0.0,0.0,185.42,77.11,195.58,Orthodox,1994-10-23,4.45,59.0,2.61,53.0,1.49,33.0,100.0,1.5
1207,1194,JOSH PARISIAN,ALAN BAUDOT,25/06/2022,-,The Black Samourai,W,L,KO/TKO,2,3:04,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,Heavyweight Bout,perf,UFC Fight Night: Tsarukyan vs. Gamrot,"Las Vegas, Nevada, USA",0,1,42 of 68,49 of 75,61,65,102 of 156,56 of 82,3 of 4,0 of 0,75,---,0,0,0,0,3:09,1:43,27 of 53,34 of 59,11 of 11,8 of 9,4 of 4,7 of 7,22 of 39,23 of 47,2 of 4,11 of 11,18 of 25,15 of 17,64,69,26,16,9,14,52,46,4,22,42,30,9 9 10,10 10 9,,15.0,7.0,0.0,193.04,120.2,200.66,Orthodox,1989-06-28,4.54,48.0,4.81,41.0,0.99,33.0,46.0,0.2,The Black Samourai,8.0,3.0,0.0,190.5,110.22,200.66,Orthodox,1988-02-01,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0
1208,1195,THIAGO MOISES,CHRISTOS GIAGOS,25/06/2022,-,The Spartan,W,L,Submission,1,3:05,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Lightweight Bout,perf,UFC Fight Night: Tsarukyan vs. Gamrot,"Las Vegas, Nevada, USA",0,0,3 of 4,2 of 5,75,40,7 of 9,13 of 16,1 of 2,0 of 0,50,---,1,0,0,0,2:34,0:00,2 of 3,1 of 4,0 of 0,1 of 1,1 of 1,0 of 0,2 of 3,2 of 5,1 of 1,0 of 0,0 of 0,0 of 0,66,50,0,50,33,0,66,100,33,0,0,0,- - -,- - -,,17.0,7.0,0.0,175.26,70.31,177.8,Orthodox,1995-03-23,2.47,39.0,4.4,54.0,1.53,40.0,56.0,1.3,The Spartan,20.0,11.0,0.0,177.8,70.31,180.34,Orthodox,1990-01-23,2.98,42.0,2.95,51.0,2.93,37.0,52.0,0.4
